Latitude,Longitude,Company
"28° 15' 22.51"" S","52° 25' 35.91"" W",Mobile-1
"29° 10' 58.98"" S","51° 30' 29.99"" W",Mobile-1
"31° 51' 36.00"" S","52° 49' 12.97"" W",Mobile-1
"29° 52' 48.40"" S","51° 22' 48.90"" W",Mobile-1
"30° 06' 47.99"" S","51° 50' 15.00"" W",Mobile-1
"29° 58' 48.00"" S","50° 12' 36.00"" W",Mobile-1
"31° 46' 22.80"" S","52° 19' 36.48"" W",Mobile-1
"29° 09' 54.00"" S","52° 13' 27.00"" W",Mobile-1
"29° 26' 16.98"" S","49° 48' 16.88"" W",Mobile-1
"32° 14' 41.40"" S","52° 29' 17.50"" W",Mobile-1
"30° 50' 47.80"" S","55° 29' 17.60"" W",Mobile-1
"29° 51' 25.70"" S","51° 07' 46.60"" W",Mobile-1
"30° 07' 08.30"" S","51° 39' 02.90"" W",Mobile-1
"30° 01' 57.70"" S","51° 13' 36.90"" W",Mobile-1
"30° 53' 34.58"" S","55° 31' 20.22"" W",Mobile-1
"29° 45' 51.98"" S","52° 25' 13.98"" W",Mobile-1
"29° 21' 58.00"" S","50° 48' 08.50"" W",Mobile-1
"29° 38' 55.37"" S","51° 00' 59.78"" W",Mobile-1
"29° 38' 31.38"" S","50° 49' 41.48"" W",Mobile-1
"33° 31' 44.31"" S","53° 20' 58.85"" W",Mobile-1
"29° 29' 41.20"" S","49° 51' 35.30"" W",Mobile-1
"30° 07' 47.90"" S","51° 14' 03.90"" W",Mobile-1
"29° 40' 52.82"" S","51° 08' 48.81"" W",Mobile-1
"29° 41' 30.98"" S","52° 21' 52.99"" W",Mobile-1
"29° 47' 53.83"" S","52° 23' 45.45"" W",Mobile-1
"29° 30' 15.54"" S","50° 46' 29.00"" W",Mobile-1
"29° 46' 45.98"" S","57° 06' 23.98"" W",Mobile-1
"29° 14' 28.97"" S","52° 18' 40.00"" W",Mobile-1
"29° 47' 07.44"" S","55° 47' 16.53"" W",Mobile-1
"29° 57' 36.00"" S","51° 32' 58.00"" W",Mobile-1
"28° 45' 28.80"" S","51° 28' 44.10"" W",Mobile-1
"29° 59' 10.30"" S","51° 09' 36.50"" W",Mobile-1
"28° 39' 54.00"" S","55° 59' 00.38"" W",Mobile-1
"29° 46' 10.02"" S","52° 12' 45.65"" W",Mobile-1
"29° 44' 59.20"" S","52° 16' 34.90"" W",Mobile-1
"29° 41' 46.00"" S","53° 45' 56.30"" W",Mobile-1
"29° 14' 10.97"" S","52° 10' 22.98"" W",Mobile-1
"29° 53' 50.17"" S","51° 00' 53.86"" W",Mobile-1
"29° 54' 56.50"" S","51° 09' 53.10"" W",Mobile-1
"30° 00' 36.80"" S","51° 12' 14.70"" W",Mobile-1
"29° 40' 41.16"" S","55° 32' 17.16"" W",Mobile-1
"28° 15' 55.98"" S","51° 49' 52.00"" W",Mobile-1
"29° 50' 24.60"" S","51° 07' 37.74"" W",Mobile-1
"30° 00' 34.20"" S","51° 10' 14.90"" W",Mobile-1
"30° 09' 32.98"" S","52° 07' 49.98"" W",Mobile-1
"29° 41' 34.00"" S","51° 14' 04.00"" W",Mobile-1
"30° 06' 38.30"" S","51° 19' 35.60"" W",Mobile-1
"29° 49' 58.80"" S","50° 31' 21.50"" W",Mobile-1
"28° 17' 00.90"" S","54° 15' 43.40"" W",Mobile-1
"31° 26' 25.98"" S","53° 04' 07.97"" W",Mobile-1
"31° 26' 42.97"" S","53° 06' 11.99"" W",Mobile-1
"30° 01' 51.00"" S","51° 13' 28.10"" W",Mobile-1
"32° 01' 56.30"" S","52° 05' 29.40"" W",Mobile-1
"27° 51' 16.38"" S","55° 01' 07.39"" W",Mobile-1
"28° 16' 36.98"" S","52° 37' 27.98"" W",Mobile-1
"30° 01' 38.50"" S","51° 12' 36.60"" W",Mobile-1
"30° 05' 54.38"" S","50° 58' 38.50"" W",Mobile-1
"29° 45' 59.67"" S","51° 09' 07.65"" W",Mobile-1
"29° 33' 04.00"" S","51° 44' 20.98"" W",Mobile-1
"31° 55' 56.00"" S","52° 18' 13.00"" W",Mobile-1
"29° 33' 56.85"" S","51° 04' 53.20"" W",Mobile-1
"28° 13' 07.00"" S","52° 49' 21.97"" W",Mobile-1
"28° 35' 43.98"" S","51° 47' 08.99"" W",Mobile-1
"29° 56' 20.00"" S","50° 54' 56.00"" W",Mobile-1
"27° 54' 15.30"" S","55° 08' 24.47"" W",Mobile-1
"29° 43' 48.97"" S","53° 10' 46.99"" W",Mobile-1
"31° 15' 31.42"" S","54° 11' 26.52"" W",Mobile-1
"30° 02' 27.40"" S","51° 13' 14.60"" W",Mobile-1
"31° 20' 15.00"" S","53° 59' 26.99"" W",Mobile-1
"29° 39' 32.00"" S","51° 01' 59.60"" W",Mobile-1
"28° 06' 44.26"" S","53° 55' 04.98"" W",Mobile-1
"29° 59' 53.70"" S","50° 07' 59.99"" W",Mobile-1
"30° 23' 08.27"" S","56° 27' 06.59"" W",Mobile-1
"29° 41' 48.39"" S","53° 47' 50.21"" W",Mobile-1
"29° 54' 58.46"" S","51° 03' 43.42"" W",Mobile-1
"30° 01' 17.37"" S","51° 12' 40.98"" W",Mobile-1
"32° 03' 49.97"" S","52° 15' 15.98"" W",Mobile-1
"30° 20' 38.98"" S","50° 16' 18.98"" W",Mobile-1
"31° 19' 44.20"" S","54° 06' 06.80"" W",Mobile-1
"30° 02' 09.90"" S","51° 14' 17.10"" W",Mobile-1
"29° 41' 32.10"" S","53° 47' 33.00"" W",Mobile-1
"30° 03' 55.00"" S","51° 13' 25.90"" W",Mobile-1
"30° 01' 50.50"" S","52° 54' 28.60"" W",Mobile-1
"31° 46' 01.40"" S","52° 20' 29.10"" W",Mobile-1
"32° 01' 51.60"" S","52° 05' 58.40"" W",Mobile-1
"28° 18' 28.90"" S","54° 15' 32.50"" W",Mobile-1
"30° 01' 57.80"" S","51° 13' 01.10"" W",Mobile-1
"29° 10' 45.30"" S","51° 10' 49.20"" W",Mobile-1
"31° 45' 59.60"" S","52° 20' 27.60"" W",Mobile-1
"28° 18' 24.10"" S","54° 15' 38.00"" W",Mobile-1
"30° 03' 30.00"" S","51° 12' 56.08"" W",Mobile-1
"29° 21' 38.60"" S","50° 50' 59.80"" W",Mobile-1
"29° 09' 50.50"" S","51° 10' 37.81"" W",Mobile-1
"29° 55' 08.64"" S","51° 10' 51.00"" W",Mobile-1
"27° 47' 12.90"" S","52° 48' 57.80"" W",Mobile-1
"29° 51' 05.98"" S","50° 03' 51.98"" W",Mobile-1
"30° 06' 56.60"" S","51° 10' 43.70"" W",Mobile-1
"29° 10' 28.99"" S","51° 11' 33.97"" W",Mobile-1
"30° 00' 08.90"" S","51° 09' 16.60"" W",Mobile-1
"30° 01' 43.60"" S","51° 06' 26.20"" W",Mobile-1
"30° 00' 17.70"" S","51° 12' 09.40"" W",Mobile-1
"29° 46' 12.90"" S","51° 08' 00.71"" W",Mobile-1
"30° 03' 53.48"" S","51° 13' 57.81"" W",Mobile-1
"29° 39' 51.98"" S","51° 15' 51.98"" W",Mobile-1
"29° 39' 59.20"" S","51° 08' 59.80"" W",Mobile-1
"27° 28' 38.90"" S","53° 10' 05.60"" W",Mobile-1
"27° 49' 05.00"" S","52° 54' 24.00"" W",Mobile-1
"30° 00' 13.30"" S","51° 08' 46.90"" W",Mobile-1
"28° 15' 40.30"" S","52° 23' 54.50"" W",Mobile-1
"29° 29' 02.47"" S","49° 50' 29.80"" W",Mobile-1
"32° 03' 52.47"" S","52° 10' 11.44"" W",Mobile-1
"30° 26' 11.80"" S","53° 26' 40.90"" W",Mobile-1
"28° 16' 28.99"" S","52° 24' 31.97"" W",Mobile-1
"30° 01' 45.50"" S","51° 12' 08.00"" W",Mobile-1
"29° 43' 14.00"" S","53° 42' 53.40"" W",Mobile-1
"29° 47' 02.50"" S","51° 08' 39.00"" W",Mobile-1
"29° 57' 49.00"" S","52° 21' 42.98"" W",Mobile-1
"30° 19' 56.30"" S","54° 19' 46.70"" W",Mobile-1
"30° 51' 37.98"" S","55° 32' 53.99"" W",Mobile-1
"32° 02' 01.00"" S","52° 05' 47.98"" W",Mobile-1
"29° 20' 17.20"" S","49° 44' 13.60"" W",Mobile-1
"29° 40' 05.99"" S","53° 58' 16.97"" W",Mobile-1
"30° 03' 51.10"" S","51° 12' 06.20"" W",Mobile-1
"27° 18' 14.98"" S","52° 50' 42.00"" W",Mobile-1
"29° 38' 49.99"" S","50° 28' 21.97"" W",Mobile-1
"29° 59' 03.98"" S","52° 22' 40.98"" W",Mobile-1
"27° 34' 45.68"" S","52° 13' 22.56"" W",Mobile-1
"29° 38' 40.10"" S","50° 33' 54.30"" W",Mobile-1
"28° 15' 03.65"" S","54° 48' 52.46"" W",Mobile-1
"29° 55' 30.80"" S","50° 58' 24.80"" W",Mobile-1
"30° 06' 54.60"" S","51° 21' 35.90"" W",Mobile-1
"29° 58' 50.71"" S","51° 38' 08.52"" W",Mobile-1
"29° 42' 33.91"" S","51° 06' 29.38"" W",Mobile-1
"30° 03' 17.70"" S","51° 12' 25.20"" W",Mobile-1
"27° 28' 19.99"" S","53° 10' 01.99"" W",Mobile-1
"28° 37' 38.40"" S","51° 34' 02.50"" W",Mobile-1
"29° 09' 36.83"" S","51° 31' 18.03"" W",Mobile-1
"29° 39' 23.98"" S","50° 35' 15.97"" W",Mobile-1
"29° 08' 49.70"" S","51° 09' 12.50"" W",Mobile-1
"29° 58' 50.20"" S","51° 10' 40.40"" W",Mobile-1
"30° 15' 16.00"" S","54° 55' 11.00"" W",Mobile-1
"30° 01' 23.30"" S","51° 12' 19.39"" W",Mobile-1
"29° 59' 05.40"" S","52° 22' 59.90"" W",Mobile-1
"30° 21' 14.50"" S","50° 16' 40.08"" W",Mobile-1
"31° 45' 31.30"" S","52° 15' 43.90"" W",Mobile-1
"29° 52' 32.74"" S","51° 24' 27.23"" W",Mobile-1
"30° 02' 36.50"" S","51° 10' 49.30"" W",Mobile-1
"30° 02' 57.80"" S","51° 11' 39.80"" W",Mobile-1
"29° 59' 26.00"" S","51° 10' 54.00"" W",Mobile-1
"28° 07' 19.60"" S","55° 01' 03.70"" W",Mobile-1
"29° 53' 29.98"" S","52° 23' 19.00"" W",Mobile-1
"32° 06' 26.49"" S","52° 10' 43.94"" W",Mobile-1
"30° 14' 53.99"" S","54° 55' 30.07"" W",Mobile-1
"29° 40' 55.99"" S","53° 49' 00.98"" W",Mobile-1
"29° 48' 54.00"" S","53° 23' 21.98"" W",Mobile-1
"30° 02' 09.40"" S","51° 12' 35.80"" W",Mobile-1
"29° 39' 08.75"" S","51° 08' 16.87"" W",Mobile-1
"28° 07' 21.97"" S","52° 51' 09.00"" W",Mobile-1
"30° 14' 43.60"" S","54° 55' 43.60"" W",Mobile-1
"30° 51' 34.50"" S","51° 48' 03.40"" W",Mobile-1
"29° 08' 34.80"" S","51° 10' 39.10"" W",Mobile-1
"29° 26' 32.60"" S","50° 34' 29.20"" W",Mobile-1
"29° 45' 05.08"" S","51° 09' 00.43"" W",Mobile-1
"27° 39' 45.00"" S","53° 38' 17.99"" W",Mobile-1
"29° 40' 57.00"" S","51° 27' 38.38"" W",Mobile-1
"29° 46' 41.20"" S","57° 04' 18.60"" W",Mobile-1
"28° 28' 59.00"" S","50° 54' 41.00"" W",Mobile-1
"30° 03' 53.91"" S","51° 14' 06.65"" W",Mobile-1
"29° 59' 17.30"" S","51° 10' 48.10"" W",Mobile-1
"30° 03' 35.40"" S","51° 13' 51.10"" W",Mobile-1
"29° 10' 04.17"" S","51° 10' 45.78"" W",Mobile-1
"29° 50' 18.41"" S","50° 30' 58.11"" W",Mobile-1
"28° 17' 55.18"" S","54° 15' 49.18"" W",Mobile-1
"28° 18' 23.29"" S","54° 15' 36.97"" W",Mobile-1
"29° 45' 59.87"" S","51° 06' 56.52"" W",Mobile-1
"29° 29' 39.79"" S","50° 47' 04.00"" W",Mobile-1
"29° 43' 15.60"" S","51° 07' 12.50"" W",Mobile-1
"30° 02' 40.90"" S","51° 14' 00.40"" W",Mobile-1
"30° 02' 33.09"" S","51° 13' 58.81"" W",Mobile-1
"30° 09' 02.20"" S","50° 11' 46.30"" W",Mobile-1
"29° 41' 25.98"" S","53° 47' 25.98"" W",Mobile-1
"28° 17' 54.10"" S","54° 15' 45.97"" W",Mobile-1
"28° 30' 45.97"" S","52° 01' 25.00"" W",Mobile-1
"29° 28' 50.99"" S","50° 41' 51.00"" W",Mobile-1
"30° 23' 34.00"" S","55° 02' 23.00"" W",Mobile-1
"30° 03' 53.20"" S","51° 13' 56.30"" W",Mobile-1
"30° 52' 10.99"" S","53° 06' 51.98"" W",Mobile-1
"29° 46' 23.92"" S","50° 02' 18.47"" W",Mobile-1
"29° 10' 54.77"" S","51° 08' 02.51"" W",Mobile-1
"29° 35' 22.80"" S","51° 22' 35.40"" W",Mobile-1
"28° 20' 16.98"" S","52° 53' 16.98"" W",Mobile-1
"29° 58' 20.00"" S","51° 11' 38.40"" W",Mobile-1
"30° 04' 22.50"" S","51° 14' 29.30"" W",Mobile-1
"29° 22' 31.30"" S","49° 48' 51.10"" W",Mobile-1
"30° 04' 34.70"" S","51° 10' 01.70"" W",Mobile-1
"28° 22' 05.99"" S","53° 15' 11.99"" W",Mobile-1
"29° 58' 33.10"" S","51° 11' 37.30"" W",Mobile-1
"29° 43' 58.98"" S","50° 51' 13.00"" W",Mobile-1
"30° 01' 21.90"" S","51° 09' 24.20"" W",Mobile-1
"29° 08' 51.00"" S","51° 08' 34.00"" W",Mobile-1
"29° 05' 19.00"" S","53° 12' 34.99"" W",Mobile-1
"28° 36' 17.40"" S","53° 20' 08.20"" W",Mobile-1
"31° 20' 02.98"" S","54° 07' 03.00"" W",Mobile-1
"30° 00' 40.01"" S","51° 09' 50.90"" W",Mobile-1
"29° 43' 22.98"" S","52° 23' 37.97"" W",Mobile-1
"29° 43' 03.07"" S","52° 25' 50.99"" W",Mobile-1
"29° 09' 09.97"" S","51° 12' 01.98"" W",Mobile-1
"29° 26' 42.00"" S","51° 57' 33.98"" W",Mobile-1
"29° 53' 00.60"" S","51° 05' 59.90"" W",Mobile-1
"27° 56' 26.99"" S","52° 55' 35.98"" W",Mobile-1
"28° 49' 45.98"" S","52° 30' 41.98"" W",Mobile-1
"30° 06' 44.10"" S","51° 15' 18.90"" W",Mobile-1
"28° 24' 18.00"" S","53° 05' 28.00"" W",Mobile-1
"29° 20' 59.70"" S","52° 58' 48.66"" W",Mobile-1
"28° 31' 53.20"" S","51° 53' 59.40"" W",Mobile-1
"30° 02' 15.80"" S","51° 13' 19.70"" W",Mobile-1
"27° 27' 22.00"" S","52° 05' 24.97"" W",Mobile-1
"27° 29' 52.98"" S","53° 23' 28.00"" W",Mobile-1
"30° 10' 10.99"" S","53° 34' 14.99"" W",Mobile-1
"30° 02' 43.50"" S","51° 13' 54.70"" W",Mobile-1
"28° 37' 31.22"" S","52° 57' 11.74"" W",Mobile-1
"30° 09' 57.80"" S","53° 33' 50.60"" W",Mobile-1
"29° 06' 49.20"" S","51° 07' 10.40"" W",Mobile-1
"30° 38' 03.00"" S","51° 33' 21.00"" W",Mobile-1
"30° 04' 53.26"" S","51° 02' 15.65"" W",Mobile-1
"31° 31' 10.99"" S","53° 30' 45.00"" W",Mobile-1
"29° 34' 32.99"" S","55° 06' 54.97"" W",Mobile-1
"29° 33' 00.00"" S","55° 07' 41.99"" W",Mobile-1
"29° 40' 25.73"" S","53° 49' 15.65"" W",Mobile-1
"31° 41' 01.97"" S","52° 20' 40.38"" W",Mobile-1
"28° 42' 32.98"" S","51° 55' 54.98"" W",Mobile-1
"29° 27' 29.10"" S","50° 34' 46.30"" W",Mobile-1
"30° 00' 03.30"" S","50° 08' 28.30"" W",Mobile-1
"30° 20' 16.98"" S","54° 19' 16.97"" W",Mobile-1
"30° 20' 22.10"" S","54° 19' 08.40"" W",Mobile-1
"29° 20' 47.98"" S","52° 56' 16.98"" W",Mobile-1
"30° 08' 50.40"" S","51° 08' 02.45"" W",Mobile-1
"29° 59' 38.90"" S","51° 05' 48.00"" W",Mobile-1
"29° 29' 03.40"" S","50° 52' 07.80"" W",Mobile-1
"29° 06' 24.98"" S","51° 11' 13.99"" W",Mobile-1
"30° 00' 28.00"" S","51° 09' 36.40"" W",Mobile-1
"29° 56' 08.66"" S","51° 04' 49.33"" W",Mobile-1
"30° 01' 25.97"" S","52° 54' 36.97"" W",Mobile-1
"29° 26' 40.99"" S","53° 01' 52.00"" W",Mobile-1
"31° 45' 40.40"" S","52° 19' 06.20"" W",Mobile-1
"28° 24' 25.88"" S","54° 57' 20.09"" W",Mobile-1
"30° 53' 46.00"" S","55° 31' 54.98"" W",Mobile-1
"30° 02' 22.20"" S","51° 13' 29.40"" W",Mobile-1
"27° 42' 28.98"" S","53° 57' 41.98"" W",Mobile-1
"30° 52' 50.99"" S","50° 42' 47.99"" W",Mobile-1
"29° 33' 41.98"" S","52° 27' 31.00"" W",Mobile-1
"30° 19' 51.89"" S","54° 18' 53.10"" W",Mobile-1
"28° 39' 40.50"" S","56° 00' 21.38"" W",Mobile-1
"28° 37' 26.69"" S","56° 01' 37.27"" W",Mobile-1
"29° 09' 09.07"" S","51° 11' 08.88"" W",Mobile-1
"28° 31' 19.60"" S","51° 42' 16.60"" W",Mobile-1
"29° 02' 16.98"" S","52° 17' 37.00"" W",Mobile-1
"27° 46' 01.10"" S","53° 04' 42.10"" W",Mobile-1
"29° 57' 23.98"" S","51° 43' 26.98"" W",Mobile-1
"30° 02' 34.22"" S","51° 11' 20.00"" W",Mobile-1
"31° 18' 25.99"" S","52° 09' 20.99"" W",Mobile-1
"29° 36' 22.79"" S","51° 27' 52.60"" W",Mobile-1
"29° 11' 01.97"" S","51° 11' 10.00"" W",Mobile-1
"30° 02' 49.50"" S","51° 12' 23.70"" W",Mobile-1
"29° 45' 51.08"" S","51° 08' 51.18"" W",Mobile-1
"29° 47' 24.90"" S","51° 07' 55.74"" W",Mobile-1
"28° 23' 54.60"" S","54° 58' 15.38"" W",Mobile-1
"30° 53' 31.99"" S","55° 32' 24.97"" W",Mobile-1
"31° 22' 01.99"" S","51° 58' 45.98"" W",Mobile-1
"30° 54' 08.17"" S","55° 30' 32.98"" W",Mobile-1
"29° 18' 49.97"" S","51° 27' 00.00"" W",Mobile-1
"30° 05' 33.76"" S","51° 03' 49.00"" W",Mobile-1
"29° 41' 52.98"" S","53° 47' 49.99"" W",Mobile-1
"29° 41' 04.99"" S","53° 48' 29.99"" W",Mobile-1
"28° 58' 18.98"" S","51° 03' 51.98"" W",Mobile-1
"29° 43' 39.00"" S","53° 22' 13.98"" W",Mobile-1
"28° 31' 02.17"" S","55° 14' 03.19"" W",Mobile-1
"29° 45' 52.40"" S","57° 05' 00.80"" W",Mobile-1
"29° 08' 51.00"" S","51° 13' 05.99"" W",Mobile-1
"30° 20' 25.98"" S","54° 04' 49.98"" W",Mobile-1
"29° 31' 48.70"" S","53° 51' 23.90"" W",Mobile-1
"30° 06' 12.00"" S","51° 14' 46.40"" W",Mobile-1
"28° 10' 58.98"" S","55° 15' 50.98"" W",Mobile-1
"27° 56' 56.30"" S","51° 48' 41.20"" W",Mobile-1
"29° 41' 05.10"" S","51° 08' 00.28"" W",Mobile-1
"29° 41' 05.10"" S","51° 08' 00.28"" W",Mobile-1
"29° 10' 16.40"" S","51° 11' 28.10"" W",Mobile-1
"29° 31' 10.50"" S","51° 56' 12.20"" W",Mobile-1
"30° 02' 51.00"" S","51° 18' 50.98"" W",Mobile-1
"30° 06' 23.22"" S","51° 15' 00.94"" W",Mobile-1
"27° 37' 50.90"" S","53° 57' 19.30"" W",Mobile-1
"29° 25' 18.98"" S","53° 01' 43.39"" W",Mobile-1
"29° 53' 04.76"" S","51° 10' 35.98"" W",Mobile-1
"29° 57' 19.70"" S","50° 06' 59.10"" W",Mobile-1
"29° 49' 07.97"" S","50° 31' 16.97"" W",Mobile-1
"29° 54' 13.03"" S","51° 12' 35.86"" W",Mobile-1
"27° 45' 31.97"" S","51° 35' 01.97"" W",Mobile-1
"28° 07' 27.70"" S","54° 52' 20.30"" W",Mobile-1
"29° 49' 43.14"" S","51° 09' 15.01"" W",Mobile-1
"29° 38' 25.19"" S","54° 11' 20.98"" W",Mobile-1
"30° 00' 42.30"" S","51° 10' 09.70"" W",Mobile-1
"29° 38' 16.19"" S","51° 00' 18.40"" W",Mobile-1
"29° 38' 29.98"" S","51° 00' 43.99"" W",Mobile-1
"28° 23' 26.99"" S","52° 41' 19.00"" W",Mobile-1
"28° 02' 06.00"" S","54° 56' 19.00"" W",Mobile-1
"29° 38' 23.57"" S","53° 46' 03.47"" W",Mobile-1
"29° 42' 01.48"" S","51° 29' 11.19"" W",Mobile-1
"29° 37' 04.00"" S","54° 10' 38.00"" W",Mobile-1
"29° 50' 41.96"" S","51° 06' 29.45"" W",Mobile-1
"29° 48' 06.90"" S","55° 44' 53.70"" W",Mobile-1
"29° 10' 04.98"" S","51° 10' 57.97"" W",Mobile-1
"29° 29' 47.98"" S","50° 59' 20.98"" W",Mobile-1
"29° 35' 36.10"" S","50° 48' 13.20"" W",Mobile-1
"27° 59' 11.98"" S","52° 54' 04.00"" W",Mobile-1
"29° 20' 40.99"" S","50° 47' 39.98"" W",Mobile-1
"27° 51' 59.75"" S","54° 28' 44.10"" W",Mobile-1
"29° 32' 04.99"" S","56° 44' 17.99"" W",Mobile-1
"29° 13' 05.00"" S","51° 20' 32.00"" W",Mobile-1
"32° 01' 39.20"" S","53° 23' 21.90"" W",Mobile-1
"30° 04' 10.60"" S","51° 12' 46.90"" W",Mobile-1
"30° 02' 25.70"" S","51° 06' 15.50"" W",Mobile-1
"30° 27' 09.47"" S","51° 36' 11.09"" W",Mobile-1
"29° 59' 09.10"" S","51° 07' 06.00"" W",Mobile-1
"29° 17' 35.45"" S","51° 34' 56.17"" W",Mobile-1
"28° 01' 53.90"" S","54° 31' 59.90"" W",Mobile-1
"30° 02' 34.59"" S","51° 18' 24.72"" W",Mobile-1
"32° 01' 00.60"" S","52° 02' 25.30"" W",Mobile-1
"30° 29' 10.28"" S","51° 30' 14.18"" W",Mobile-1
"30° 00' 03.60"" S","51° 09' 35.40"" W",Mobile-1
"27° 49' 16.80"" S","54° 40' 02.60"" W",Mobile-1
"30° 01' 57.97"" S","51° 03' 20.99"" W",Mobile-1
"30° 05' 58.20"" S","51° 10' 53.10"" W",Mobile-1
"29° 58' 11.57"" S","51° 43' 14.48"" W",Mobile-1
"29° 10' 40.98"" S","54° 52' 46.99"" W",Mobile-1
"29° 11' 20.98"" S","54° 52' 05.99"" W",Mobile-1
"29° 54' 08.10"" S","50° 05' 29.29"" W",Mobile-1
"28° 07' 11.21"" S","54° 27' 52.83"" W",Mobile-1
"30° 03' 24.60"" S","51° 10' 47.10"" W",Mobile-1
"27° 59' 19.00"" S","52° 15' 29.99"" W",Mobile-1
"31° 43' 11.60"" S","52° 20' 33.30"" W",Mobile-1
"29° 53' 52.00"" S","50° 16' 01.60"" W",Mobile-1
"29° 31' 52.00"" S","52° 31' 26.00"" W",Mobile-1
"27° 51' 13.97"" S","53° 46' 31.98"" W",Mobile-1
"32° 06' 56.99"" S","52° 07' 21.00"" W",Mobile-1
"30° 38' 31.00"" S","54° 22' 33.00"" W",Mobile-1
"27° 57' 11.99"" S","51° 47' 29.98"" W",Mobile-1
"30° 08' 52.98"" S","50° 14' 52.98"" W",Mobile-1
"27° 33' 13.00"" S","52° 31' 23.99"" W",Mobile-1
"29° 41' 42.00"" S","54° 40' 43.97"" W",Mobile-1
"29° 26' 01.00"" S","51° 30' 40.00"" W",Mobile-1
"29° 21' 45.00"" S","51° 23' 19.97"" W",Mobile-1
"27° 33' 05.98"" S","52° 31' 37.99"" W",Mobile-1
"29° 39' 04.00"" S","53° 34' 48.00"" W",Mobile-1
"27° 47' 20.10"" S","53° 56' 10.00"" W",Mobile-1
"33° 31' 21.00"" S","53° 22' 22.98"" W",Mobile-1
"33° 32' 28.00"" S","53° 22' 11.89"" W",Mobile-1
"29° 10' 02.10"" S","51° 12' 12.78"" W",Mobile-1
"28° 32' 28.00"" S","54° 32' 42.00"" W",Mobile-1
"27° 55' 36.50"" S","51° 32' 19.10"" W",Mobile-1
"28° 14' 31.50"" S","52° 22' 55.10"" W",Mobile-1
"30° 03' 28.60"" S","51° 10' 20.80"" W",Mobile-1
"30° 08' 49.50"" S","51° 12' 13.20"" W",Mobile-1
"29° 38' 51.00"" S","51° 08' 15.50"" W",Mobile-1
"30° 01' 37.30"" S","51° 11' 11.40"" W",Mobile-1
"29° 51' 24.00"" S","51° 16' 26.00"" W",Mobile-1
"31° 46' 32.40"" S","52° 20' 39.70"" W",Mobile-1
"29° 10' 06.20"" S","51° 09' 14.90"" W",Mobile-1
"29° 09' 41.80"" S","51° 10' 15.90"" W",Mobile-1
"29° 41' 05.00"" S","53° 48' 30.01"" W",Mobile-1
"29° 41' 55.28"" S","51° 40' 24.38"" W",Mobile-1
"29° 34' 50.99"" S","50° 03' 55.98"" W",Mobile-1
"32° 32' 28.00"" S","52° 32' 44.30"" W",Mobile-1
"28° 37' 57.97"" S","52° 51' 49.97"" W",Mobile-1
"30° 03' 18.60"" S","51° 00' 32.50"" W",Mobile-1
"29° 30' 24.98"" S","50° 05' 19.97"" W",Mobile-1
"31° 17' 15.80"" S","51° 05' 21.00"" W",Mobile-1
"30° 02' 31.30"" S","51° 09' 26.30"" W",Mobile-1
"30° 52' 12.70"" S","55° 29' 11.20"" W",Mobile-1
"29° 43' 32.74"" S","51° 15' 44.20"" W",Mobile-1
"27° 52' 11.90"" S","54° 29' 37.20"" W",Mobile-1
"29° 27' 09.00"" S","49° 54' 36.00"" W",Mobile-1
"31° 11' 11.20"" S","54° 19' 11.70"" W",Mobile-1
"29° 49' 54.98"" S","51° 01' 31.98"" W",Mobile-1
"29° 58' 37.59"" S","52° 21' 59.76"" W",Mobile-1
"27° 31' 05.99"" S","52° 53' 47.98"" W",Mobile-1
"27° 39' 36.97"" S","54° 26' 29.98"" W",Mobile-1
"29° 20' 10.50"" S","49° 43' 44.47"" W",Mobile-1
"30° 59' 28.00"" S","54° 34' 39.97"" W",Mobile-1
"27° 27' 22.97"" S","53° 55' 31.98"" W",Mobile-1
"29° 08' 54.30"" S","51° 44' 13.30"" W",Mobile-1
"29° 20' 41.78"" S","49° 43' 41.88"" W",Mobile-1
"29° 56' 14.60"" S","51° 43' 14.70"" W",Mobile-1
"30° 06' 24.40"" S","51° 13' 58.70"" W",Mobile-1
"29° 15' 54.50"" S","51° 31' 04.70"" W",Mobile-1
"30° 01' 14.11"" S","51° 10' 25.44"" W",Mobile-1
"31° 46' 18.50"" S","52° 20' 18.50"" W",Mobile-1
"29° 15' 31.30"" S","51° 30' 22.90"" W",Mobile-1
"29° 05' 21.98"" S","53° 39' 14.98"" W",Mobile-1
"27° 23' 53.99"" S","54° 05' 06.97"" W",Mobile-1
"28° 03' 47.00"" S","52° 00' 05.00"" W",Mobile-1
"28° 04' 43.97"" S","52° 01' 48.00"" W",Mobile-1
"29° 59' 17.70"" S","51° 07' 58.30"" W",Mobile-1
"27° 46' 48.00"" S","54° 14' 04.99"" W",Mobile-1
"27° 46' 19.00"" S","54° 14' 08.00"" W",Mobile-1
"30° 00' 55.40"" S","51° 10' 54.60"" W",Mobile-1
"31° 04' 50.99"" S","53° 40' 04.98"" W",Mobile-1
"27° 48' 23.00"" S","52° 15' 14.80"" W",Mobile-1
"30° 06' 49.50"" S","51° 04' 25.40"" W",Mobile-1
"29° 28' 46.99"" S","51° 24' 45.97"" W",Mobile-1
"29° 04' 54.98"" S","53° 50' 10.97"" W",Mobile-1
"29° 51' 31.20"" S","51° 09' 25.40"" W",Mobile-1
